scenario,difficulty,emotion,decision,response_time,personality,age_group,stress_level,context
ethics,high,stressed,cautious,slow,balanced,middle,low,professional
relationship,medium,concerned,cautious,slow,introvert,middle,high,professional
money,high,anxious,cautious,very slow,balanced,senior,low,professional
ethics,high,anxious,avoidant,very slow,extrovert,senior,medium,social
health,high,stressed,avoidant,very slow,extrovert,middle,medium,personal
risk,medium,thinking,impulsive,moderate,extrovert,senior,medium,professional
conflict,high,anxious,cautious,very slow,extrovert,middle,low,social
health,very high,panic,impulsive,very slow,extrovert,middle,medium,professional
relationship,high,stressed,cautious,very slow,introvert,young,low,personal
deadline,high,stressed,avoidant,very slow,balanced,senior,medium,personal
career,medium,concerned,cautious,slow,balanced,middle,medium,social
ethics,very high,panic,impulsive,very slow,balanced,young,medium,personal
health,high,anxious,avoidant,very slow,introvert,senior,high,social
deadline,high,anxious,cautious,slow,extrovert,middle,low,professional
risk,high,stressed,analytical,slow,extrovert,senior,medium,social
money,medium,concerned,cautious,moderate,balanced,middle,high,social
risk,medium,thinking,impulsive,moderate,introvert,middle,high,professional
career,medium,thinking,cautious,slow,extrovert,young,medium,personal
deadline,high,stressed,cautious,slow,balanced,senior,low,personal
health,high,anxious,avoidant,very slow,introvert,senior,high,personal
money,high,stressed,cautious,very slow,introvert,senior,low,personal
career,high,anxious,avoidant,slow,extrovert,young,medium,professional
conflict,medium,concerned,cautious,moderate,introvert,senior,high,social
relationship,medium,concerned,cautious,slow,balanced,middle,medium,professional
career,medium,thinking,cautious,slow,extrovert,middle,low,professional
money,high,stressed,cautious,very slow,introvert,senior,low,social
deadline,high,stressed,avoidant,slow,balanced,senior,medium,personal
ethics,high,anxious,cautious,slow,balanced,young,low,social
career,very high,panic,impulsive,very slow,balanced,senior,medium,professional
conflict,medium,concerned,cautious,moderate,balanced,young,high,social
ethics,high,stressed,avoidant,very slow,introvert,middle,medium,social
risk,low,calm,analytical,fast,extrovert,young,medium,personal
conflict,medium,thinking,cautious,moderate,balanced,senior,high,personal
deadline,high,anxious,avoidant,very slow,extrovert,middle,medium,professional
money,high,stressed,cautious,slow,balanced,senior,low,personal
relationship,medium,thinking,cautious,slow,introvert,senior,high,professional
health,high,stressed,avoidant,slow,extrovert,middle,high,personal
conflict,medium,concerned,avoidant,moderate,introvert,young,low,social
deadline,high,stressed,avoidant,very slow,balanced,middle,high,professional
risk,medium,concerned,cautious,moderate,extrovert,middle,medium,social
risk,high,stressed,proactive,slow,introvert,middle,medium,social
money,medium,thinking,cautious,slow,introvert,young,high,social
health,very high,overwhelmed,impulsive,very slow,balanced,young,high,personal
ethics,high,anxious,avoidant,slow,introvert,senior,high,professional
career,very high,overwhelmed,impulsive,very slow,balanced,young,high,social
risk,low,focused,analytical,moderate,introvert,young,medium,social
relationship,medium,concerned,cautious,moderate,extrovert,young,low,professional
conflict,medium,thinking,cautious,moderate,extrovert,senior,low,personal
relationship,high,anxious,avoidant,slow,extrovert,young,high,social
relationship,high,anxious,avoidant,very slow,balanced,middle,medium,personal
ethics,high,stressed,avoidant,very slow,extrovert,young,medium,professional
conflict,medium,thinking,cautious,slow,extrovert,young,high,personal
relationship,high,stressed,avoidant,very slow,extrovert,young,high,personal
deadline,high,stressed,avoidant,very slow,introvert,senior,medium,social
conflict,high,anxious,avoidant,slow,balanced,young,high,social
career,high,stressed,avoidant,very slow,extrovert,senior,high,personal
career,medium,concerned,cautious,slow,introvert,senior,medium,personal
health,very high,panic,impulsive,very slow,extrovert,middle,high,social
relationship,high,stressed,avoidant,slow,extrovert,young,medium,personal
risk,medium,concerned,cautious,slow,balanced,young,high,professional
risk,low,calm,analytical,moderate,extrovert,young,low,personal
ethics,very high,panic,impulsive,very slow,introvert,young,low,social
health,high,stressed,avoidant,slow,balanced,middle,medium,personal
health,high,stressed,cautious,very slow,introvert,middle,low,personal
career,high,anxious,cautious,slow,balanced,young,low,personal
ethics,high,stressed,avoidant,very slow,introvert,young,high,professional
relationship,high,anxious,avoidant,very slow,balanced,senior,medium,social
health,very high,overwhelmed,impulsive,very slow,extrovert,middle,medium,personal
risk,low,calm,cautious,fast,balanced,middle,high,social
ethics,high,stressed,cautious,slow,balanced,senior,low,professional
money,high,anxious,avoidant,slow,balanced,middle,high,professional
money,medium,thinking,cautious,slow,balanced,senior,high,professional
deadline,high,stressed,avoidant,very slow,introvert,young,medium,professional
risk,medium,concerned,proactive,moderate,balanced,middle,low,social
risk,low,calm,analytical,moderate,introvert,senior,low,personal
ethics,high,stressed,cautious,slow,introvert,senior,low,social
deadline,high,anxious,avoidant,very slow,balanced,middle,medium,social
money,high,stressed,cautious,very slow,balanced,senior,low,professional
relationship,high,stressed,avoidant,very slow,extrovert,middle,medium,personal
money,high,stressed,avoidant,very slow,balanced,middle,medium,professional
career,very high,panic,impulsive,very slow,introvert,young,medium,social
risk,high,anxious,cautious,very slow,balanced,young,low,professional
career,very high,overwhelmed,impulsive,very slow,balanced,senior,high,personal
relationship,medium,thinking,avoidant,slow,introvert,young,high,professional
relationship,medium,concerned,cautious,moderate,extrovert,young,high,personal
relationship,high,anxious,avoidant,slow,extrovert,young,medium,professional
health,very high,overwhelmed,impulsive,very slow,introvert,senior,high,professional
conflict,high,stressed,avoidant,very slow,extrovert,young,medium,professional
career,very high,overwhelmed,analytical,very slow,introvert,senior,high,personal
conflict,high,stressed,avoidant,very slow,extrovert,senior,medium,personal
relationship,medium,thinking,cautious,moderate,introvert,young,high,personal
money,medium,concerned,cautious,moderate,extrovert,young,low,social
conflict,high,stressed,avoidant,slow,balanced,young,medium,social
relationship,high,anxious,cautious,very slow,balanced,young,low,professional
ethics,very high,overwhelmed,impulsive,very slow,introvert,senior,low,professional
deadline,high,anxious,avoidant,very slow,balanced,senior,medium,social
career,medium,concerned,cautious,moderate,extrovert,senior,high,personal
risk,medium,concerned,analytical,moderate,introvert,young,high,personal
conflict,medium,concerned,impulsive,slow,balanced,young,high,social
health,very high,overwhelmed,impulsive,very slow,balanced,young,high,professional
deadline,very high,panic,impulsive,very slow,extrovert,senior,medium,personal
conflict,high,anxious,cautious,slow,extrovert,senior,low,professional
relationship,high,stressed,avoidant,very slow,extrovert,middle,high,professional
deadline,very high,overwhelmed,impulsive,very slow,introvert,young,low,professional
ethics,very high,overwhelmed,impulsive,very slow,balanced,senior,high,social
money,medium,concerned,cautious,slow,introvert,young,low,professional
risk,low,calm,analytical,moderate,introvert,middle,low,professional
deadline,very high,overwhelmed,impulsive,very slow,balanced,young,medium,professional
ethics,high,stressed,avoidant,very slow,introvert,senior,high,professional
health,high,anxious,avoidant,slow,balanced,young,medium,personal
deadline,high,stressed,avoidant,very slow,introvert,middle,high,social
money,medium,thinking,cautious,slow,extrovert,senior,low,professional
career,very high,overwhelmed,impulsive,very slow,introvert,middle,medium,personal
conflict,high,anxious,avoidant,very slow,extrovert,senior,high,professional
career,medium,concerned,cautious,slow,balanced,senior,low,professional
conflict,high,anxious,avoidant,very slow,balanced,senior,medium,social
career,medium,concerned,proactive,moderate,introvert,young,low,professional
ethics,very high,overwhelmed,avoidant,very slow,balanced,young,high,personal
money,medium,concerned,cautious,moderate,balanced,young,low,professional
relationship,medium,concerned,cautious,moderate,extrovert,middle,high,social
conflict,high,anxious,avoidant,slow,extrovert,middle,medium,social
health,very high,panic,impulsive,very slow,introvert,young,low,professional
conflict,medium,thinking,cautious,slow,introvert,senior,high,personal
conflict,medium,concerned,cautious,moderate,extrovert,middle,high,personal
conflict,medium,concerned,impulsive,moderate,balanced,young,low,personal
relationship,medium,thinking,cautious,moderate,balanced,senior,medium,professional
deadline,high,stressed,avoidant,very slow,introvert,young,medium,social
ethics,high,stressed,avoidant,slow,introvert,middle,medium,personal
risk,high,stressed,avoidant,slow,balanced,senior,medium,social
health,very high,overwhelmed,impulsive,very slow,balanced,young,medium,social
career,high,stressed,cautious,very slow,extrovert,young,low,professional
deadline,very high,overwhelmed,impulsive,very slow,balanced,middle,high,personal
relationship,medium,concerned,cautious,moderate,extrovert,senior,medium,personal
conflict,medium,thinking,cautious,slow,introvert,senior,medium,professional
money,high,stressed,avoidant,slow,introvert,middle,high,personal
money,high,anxious,avoidant,very slow,balanced,young,high,social
conflict,medium,thinking,impulsive,moderate,extrovert,young,low,professional
risk,medium,concerned,cautious,slow,extrovert,senior,medium,social
risk,low,focused,analytical,moderate,extrovert,middle,low,social
ethics,high,stressed,cautious,very slow,introvert,young,low,professional
ethics,very high,panic,impulsive,very slow,balanced,middle,medium,social
relationship,medium,thinking,cautious,moderate,extrovert,middle,low,professional
deadline,very high,panic,impulsive,very slow,balanced,middle,high,professional
relationship,high,anxious,proactive,slow,introvert,middle,low,personal
ethics,very high,overwhelmed,cautious,very slow,extrovert,senior,high,professional
career,very high,overwhelmed,impulsive,very slow,balanced,young,low,personal
relationship,high,anxious,cautious,slow,extrovert,senior,low,social
conflict,medium,concerned,cautious,slow,balanced,young,high,social
risk,high,stressed,avoidant,very slow,introvert,young,high,professional
relationship,high,anxious,avoidant,very slow,balanced,middle,medium,professional
relationship,medium,thinking,cautious,slow,introvert,young,low,professional
risk,medium,thinking,cautious,slow,balanced,young,medium,professional
relationship,medium,concerned,cautious,slow,introvert,young,high,personal
relationship,medium,thinking,cautious,moderate,balanced,middle,low,professional
health,high,anxious,avoidant,slow,extrovert,young,medium,professional
money,medium,thinking,cautious,slow,introvert,young,low,personal
health,very high,panic,impulsive,very slow,balanced,senior,medium,personal
relationship,medium,thinking,cautious,slow,balanced,middle,low,personal
conflict,medium,concerned,cautious,slow,balanced,young,high,personal
